Report generated on: 03-23-2023 11:38:06
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.4702-33-SYC-THP.A","        Seychelles","65.29","65.93","66.43501","66.85899","67.34601","67.83301","68.325","68.897","69.585","70.34299","71.057","71.754","72.41701","73.04","73.84599","74.735","75.55","76.53101","77.664","78.83301","80.06","81.262","82.433","83.592","84.715","85.883","87.093","88.325","89.644","91.02999","92.409","93.827","95.30901","96.714","98.001","99.24","100.508","101.811","103.101","104.373","105.53","106.471","107.118"
"INTL.4702-33-SLE-THP.A","        Sierra Leone","3367.477","3437.108","3509.197","3585.773","3666.262","3749.419","3842.917","3947.865","4056.215","4159.163","4325.388","4378.169","4301.566","4295.689","4314.953","4324.149","4347.37","4405.028","4449.975","4475.145","4584.067","4857.096","5140.113","5350.907","5533.329","5683.334","5809.774","5939.163","6090.86","6259.842","6436.698","6612.385","6788.587","6964.859","7140.688","7314.773","7493.913","7677.565","7861.281","8046.828","8233.97","8420.641","8605.718"
"INTL.4702-33-SGP-THP.A","        Singapore","2434.334","2546.71","2645.851","2688.491","2729.724","2735.239","2741.3","2785.573","2857.549","2947.395","3056.358","3147.514","3240.242","3328.094","3432.223","3545.327","3685.067","3812.8","3924.923","3969.722","4044.212","4138.243","4162.118","4128.366","4182.005","4284.994","4427.996","4623.922","4851.504","4995.029","5091.214","5201.144","5320.651","5406.972","5477.553","5544.475","5603.697","5616.896","5649.192","5696.183","5643.372","5502.475","5649.026"
"INTL.4702-33-SVK-THP.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","5328.093","5348.8","5363.446","5374.754","5384.381","5391.232","5396.679","5386.235","5378.888","5376.402","5373","5372.381","5372.837","5373.085","5374.982","5380.024","5387.406","5391.683","5399.869","5408.394","5414.032","5419.324","5424.413","5431.934","5440.203","5447.684","5455.079","5459.066","5460.153","5480.172"
"INTL.4702-33-SVN-THP.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","1994.084","1989.408","1989.477","1990.266","1986.989","1984.923","1978.334","1987.755","1990.094","1994.026","1995.033","1996.433","1997.59","2003.358","2010.377","2010.269","2032.362","2046.976","2050.189","2055.496","2058.821","2061.085","2062.874","2064.188","2065.895","2066.88","2080.908","2095.861","2108.977","2107.856","2124.935"
"INTL.4702-33-SLB-THP.A","        Solomon Islands","233.668","241.827","250.25","258.945","267.913","277.158","286.527","295.836","305.132","314.56","324.171","333.952","343.916","354.086","364.505","375.189","386.069","397.05","408.145","419.229","429.978","440.395","450.76","461.216","471.785","482.486","493.43","504.619","516.001","527.833","540.394","553.721","567.763","582.365","597.375","612.66","628.102","643.634","659.249","674.993","691.191","707.851","724.273"
"INTL.4702-33-SOM-THP.A","        Somalia","5892.224","5934.938","5951.805","6142.513","6369.02","6630.637","6908.579","7158.004","7160.461","7035.378","6999.096","6732.702","6428.141","6620.729","6959.828","7210.93","7472.45","7734.313","8056.862","8384.479","8721.465","9070.747","9411.103","9758.281","10117.35","10467.29","10784.97","11118.09","11444.87","11730.04","12026.65","12216.84","12440.33","12852.49","13309.24","13763.91","14292.85","14864.22","15411.09","15981.3","16537.02","17065.58","17597.51"
"INTL.4702-33-ZAF-THP.A","        South Africa","29562.22","30352.07","31150.39","31986.21","32888.59","33893.9","35051.9","36333","37645.57","38895.02","40000.11","40960.21","41829.16","42625.82","43368.16","44069.38","44718.64","45308.45","45854.07","46372.22","46873","47338.54","47764.11","48177.58","48608.54","49079.21","49576.25","50086.45","50627.34","51216.93","51877.97","52642.73","53492.56","54368.23","55208.8","55959.92","56612.45","57203.39","57759.99","58309.49","58874.26","59449.23","60020.18"
"INTL.4702-33-KOR-THP.A","        South Korea","38240.45","38809.23","39424.22","40061.09","40694.95","41309.44","41926.72","42555.16","43161.08","43709.48","44165.82","44509.84","44766.65","44977.9","45186.09","45428.08","45705.31","45993.24","46281.36","46559.62","46819.13","47059.33","47286.13","47502.48","47711.7","47912.05","48083.6","48229.69","48384.25","48581.79","48859.27","49248.62","49721.87","50217.18","50670.98","51029.12","51293.48","51499.68","51656.43","51771.79","51850.3","51880.76","51861.42"
"INTL.4702-33-SSD-THP.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10701.6","11106.03","11213.28","11194.3","11066.11","10658.23","10395.33","10447.67","10606.23","10748.27","10913.16"
"INTL.4702-33-ESP-THP.A","        Spain","37527.22","37789.44","38012.05","38191.87","38349.73","38484.93","38597.98","38696.51","38775.78","38834.13","38870.84","38987.62","39184.27","39385.57","39571.77","39745.13","39910.22","40078.91","40243.52","40407.7","40592.28","40896.63","41530.63","42277.59","43015.51","43742.36","44494.15","45337.34","46025.39","46393.87","46599.47","46761.58","46761.76","46593.08","46473.05","46443.65","46495.05","46609.54","46832.58","47184.28","47373.92","47432.48","47560.68"
"INTL.4702-33-LKA-THP.A","        Sri Lanka","14943.64","15198.92","15438.75","15658.44","15872.58","16092.34","16318","16547.14","16773.74","16990.57","17204.09","17416.6","17624.46","17825.61","18011.74","18177.57","18322.51","18449.12","18560.8","18670.41","18776.37","18920.28","19110.71","19303.18","19490.43","19673.87","19870.71","20078.65","20285.64","20482.48","20668.56","20859.74","21017.15","21131.76","21239.46","21336.7","21425.49","21506.81","21580.71","21649.66","21715.08","21773.44","21832.14"
"INTL.4702-33-SDN-THP.A","        Sudan","16673.59","17404.34","18128.63","18733.99","19165.84","19517.2","19887.45","20230.53","20453.82","20718.71","21090.89","21453.71","21780.06","22163.25","22703.63","23290.6","23862.26","24454.37","25029.14","25634.16","26298.77","26947.25","27570.32","28188.98","28831.55","29540.58","30332.97","31191.16","32065.24","32948.16","33739.93","34419.63","35159.79","35990.7","37003.25","38171.18","39377.17","40679.83","41999.06","43232.09","44440.48","45657.2","46874.2"
"INTL.4702-33-SUR-THP.A","        Suriname","375.112","375.859","377.288","379.409","382.617","387.171","392.372","396.867","402.139","408.36","412.756","415.981","419.521","422.375","426.548","434.49","443.834","452.887","461.749","470.458","478.998","487.394","495.666","503.78","510.572","516.22","522.023","527.946","533.938","539.987","546.08","552.146","558.111","563.947","569.682","575.475","581.453","587.559","593.715","600.301","607.065","612.985","618.04"
"INTL.4702-33-SWE-THP.A","        Sweden","8312.389","8321.137","8325.819","8329.419","8338.111","8352.324","8372.751","8401.875","8442.088","8501.482","8566.783","8624.062","8674.053","8725.198","8789.654","8829.578","8841.873","8846.453","8851.811","8858.762","8874.78","8899.252","8928.915","8962.59","8997.996","9034.117","9088.692","9156.801","9228.814","9309.057","9387.487","9457.624","9528.504","9611.5","9708.921","9812.144","9941.103","10073.33","10188.96","10291.06","10359.91","10430.95","10525.72"
"INTL.4702-33-CHE-THP.A","        Switzerland","6335.243","6372.904","6409.713","6427.833","6455.896","6484.833","6523.413","6566.799","6619.973","6673.851","6750.693","6842.769","6907.959","6968.57","7019.019","7062.354","7081.346","7096.465","7123.537","7164.444","7204.055","7255.653","7313.853","7364.148","7415.102","7459.127","7508.738","7593.494","7701.856","7785.806","7870.134","7954.663","8039.06","8139.631","8237.666","8327.126","8419.55","8484.13","8544.526","8606.033","8670.301","8738.791","8812.284"
"INTL.4702-33-SYR-THP.A","        Syria","8898.954","9203.635","9510.754","9835.461","10183.14","10540.93","10907.62","11281.11","11657.77","12034.1","12409","12782.28","13156.41","13537.06","13922.63","14313.45","14708.88","15104","15500.54","15901.2","16307.65","16727.95","17164.02","17611.36","18084.01","18583.56","19432.01","20703.01","21474.06","21827.22","22337.56","22730.73","22605.58","21495.82","20072.23","19205.18","18964.25","18983.37","19333.46","20098.25","20772.6","21324.37","22125.25"
"INTL.4702-33-TWN-THP.A","        Taiwan","17682.91","18048.12","18395.08","18687.5","18964.7","19222.09","19435.86","19644.04","19868.38","20080.77","20309.54","20529.13","20728.82","20923.12","21109.45","21290.09","21462.43","21661.29","21858.93","22030.96","22207.57","22357.23","22477.57","22573.41","22657.57","22739.67","22836.88","22928.88","23010","23090","23146.25","23201.38","23281.88","23352.25","23411.5","23470.25","23522","23559.38","23582.25","23597.12","23607","23612.5","23614"
"INTL.4702-33-TJK-THP.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","5502.49","5593.317","5679.169","5764.806","5851.354","5938.404","6027.395","6119.664","6216.329","6318.51","6426.861","6541.55","6662.391","6789.318","6922.59","7062.667","7209.924","7364.752","7527.397","7697.507","7874.838","8059.782","8252.828","8454.019","8663.575","8880.27","9099.394","9318.518","9537.642","9742.746","9947.851"
"INTL.4702-33-TZA-THP.A","        Tanzania","19297.66","19890.93","20499.92","21170.71","21857.18","22569.62","23324.27","24099.41","24844.14","25522.9","26206.02","26890.91","27580.72","28469.02","29598.32","30560.07","31140.73","31785.85","32626.5","33499.77","34463.7","35414.47","36353.53","37333.92","38360.88","39439.5","40562.05","41716.5","42870.88","43957.94","45110.53","46416.03","47786.14","49253.64","50814.55","52542.82","54401.8","56267.03","58090.45","59872.57","61704.52","63588.34","65497.75"
"INTL.4702-33-THA-THP.A","        Thailand","45859.52","46833.44","47811.8","48788.5","49757.32","50713.68","51661.13","52602.3","53532.22","54445.58","55338.33","56212.6","57070.84","57910.34","58728.07","59522.56","60298.66","61056.8","61789.15","62487.71","63143.99","63750.82","64314.63","64849.3","65369.1","65886.31","66401.16","66905.47","67396.22","67870.33","68326.58","68770.96","69203.66","69614.81","69994.2","70332.8","70629.78","70891.16","71120.37","71320.91","71494.7","71636.8","71746.51"
"INTL.4702-33-BHS-THP.A","        The Bahamas","223.752","227.956","232.177","236.586","241.166","245.935","250.804","255.618","260.452","265.493","270.679","276.058","281.973","288.164","293.997","299.554","304.933","310.171","315.398","320.272","325.014","329.626","334.002","338.49","343.089","347.804","352.664","357.666","362.795","368.057","373.272","377.95","382.061","385.65","389.131","392.697","395.976","399.02","401.906","404.557","406.471","407.906","409.984"
"INTL.4702-33-TLS-THP.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","926.721","945.989","969.313","994.564","1019.362","1043.076","1065.54","1088.486","1112.976","1137.676","1161.555","1184.83","1205.813","1224.562","1243.235","1261.845","1280.438","1299.995","1320.942","1341.296"
"INTL.4702-33-TGO-THP.A","        Togo","2838.11","2925.865","3023.343","3126.635","3232.244","3336.508","3439.37","3544.927","3653.42","3763.657","3875.947","3990.215","4106.219","4078.392","4092.612","4279.566","4445.883","4592.55","4728.297","4867.941","5008.035","5145.426","5281.538","5421.001","5565.218","5711.597","5874.24","6047.537","6222.482","6398.624","6571.855","6748.672","6926.635","7106.229","7288.383","7473.229","7661.354","7852.795","8046.679","8243.094","8442.58","8644.829","8848.699"
"INTL.4702-33-TON-THP.A","        Tonga","96.708","96.846","96.931","96.981","97.022","97.055","97.078","97.392","97.939","98.379","98.727","99.01","99.26","99.492","99.731","99.977","100.195","100.658","101.343","101.982","102.603","103.21","103.804","104.41","105.036","105.633","106.19","106.638","106.932","107.144","107.383","107.611","107.502","107.089","106.626","106.122","105.707","105.415","105.15","104.951","105.254","106.017","106.858"
"INTL.4702-33-TTO-THP.A","        Trinidad and Tobago","1084.743","1101.983","1120.019","1138.071","1155.083","1170.296","1183.382","1194.532","1204.15","1212.858","1221.121","1229.108","1236.685","1243.605","1249.527","1254.2","1257.547","1259.838","1261.699","1263.927","1267.159","1271.627","1277.21","1283.564","1290.115","1296.497","1302.552","1308.45","1314.449","1320.921","1328.144","1336.18","1344.814","1353.708","1362.337","1370.332","1377.563","1384.06","1389.841","1394.969","1399.491","1403.374","1406.587"
"INTL.4702-33-TUN-THP.A","        Tunisia","6578.156","6744.05","6914.963","7091.27","7279.157","7476.092","7675.499","7874.302","8068.788","8256.396","8440.023","8622.853","8802.54","8977.173","9143.141","9294.102","9430.55","9557.948","9677.148","9788.067","9893.316","9995.123","10094.56","10193.8","10292.22","10388.34","10483.56","10580.39","10680.38","10784.5","10895.06","11032.53","11174.38","11300.28","11428.95","11557.78","11685.67","11811.44","11933.04","12049.31","12161.72","12262.95","12356.12"
"INTL.4702-33-TUR-THP.A","        Turkiye","44210.4","45188.54","46201.44","47234.53","48272.75","49304.24","50333.63","51368.26","52402.93","53431.94","54450.61","55459.57","56461.87","57457.43","58446.07","59427.79","60403.21","61372.25","62333.89","63287.09","64230.61","65162.98","66085.16","66999.95","67910.89","68814.48","69682.16","70519.45","71375.09","72298.55","73343.44","74558.45","75902.7","77282.59","78601.59","79779.07","80824.16","81789.25","82676.62","83487.25","84217.35","84845.61","85376.88"
"INTL.4702-33-TKM-THP.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","3926.369","4031.698","4133.037","4226.623","4301.093","4363.672","4431.517","4501.079","4569.132","4635.094","4698.968","4758.988","4819.792","4885.775","4954.029","5024.894","5100.083","5180.957","5267.97","5360.811","5458.682","5560.095","5663.152","5766.431","5868.561","5968.383","6065.066","6158.42","6250.438","6341.855","6430.77"
"INTL.4702-33-TCA-THP.A","        Turks and Caicos Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-TUV-THP.A","        Tuvalu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-USIQ-THP.A","        U.S. Pacific Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-USOH-THP.A","        U.S. Territories","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-VIR-THP.A","        U.S. Virgin Islands","97.15212","98.368","99.58386","100.7997","102.0156","103.2315","102.9326","102.6337","102.3349","100.866","101.809","102.4805","103.152","103.8235","104.495","105.1665","105.838","106.525","107.216","107.912","108.612","109.403","110.026","110.74","111.459","111.47","113.689","114.743","115.852","107.343","106.405","105.784","105.08","104.761","102.008","100.768","97.373","96.815","96.211","95.668","87.146","86.96699","86.78797"
"INTL.4702-33-UGA-THP.A","        Uganda","13284.03","13563.56","13880.05","14228.93","14617.94","15038.92","15486.81","15974.22","16489.32","17028.54","17586.63","18171.93","18801.96","19462.96","20125.02","20680.83","21249.57","21876.94","22537.65","23279.25","24020.7","24763.32","25545.09","26354.74","27146.09","27946.59","28773.23","29629.8","30509.86","31412.52","32341.73","33295.74","34273.29","35273.57","36336.54","37477.36","38748.3","40127.09","41515.39","42949.08","44404.61","45853.78","47249.58"
"INTL.4702-33-UKR-THP.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","52056.6","52244.1","52114.4","51728.4","51297.1","50818.4","50370.8","49918.1","49429.8","48923.2","48457.1","48003.5","47622.4","47280.8","46929.5","46646","46372.7","46143.7","45962.9","45778.5","45633.6","45553","45426.2","42929.3","42760.5","42584.5","42386.4","42153.2","41902.4","41588.4","37722.2"
"INTL.4702-33-ARE-THP.A","        United Arab Emirates","1014.048","1100.18","1167.856","1237.572","1308.331","1379.536","1468.697","1575.909","1683.681","1791.84","1900.151","2008.383","2116.231","2223.284","2329.024","2433.988","2572.735","2746.119","2921.13","3097.563","3275.333","3454.198","3633.655","3813.443","3993.339","4280.993","4898.954","5872.624","6988.685","7992.644","8481.771","8575.205","8664.969","8751.847","8835.951","8916.899","8994.263","9068.296","9140.169","9211.657","9287.289","9365.145","9441.129"
"INTL.4702-33-GBR-THP.A","        United Kingdom","56329.63","56343.69","56299.88","56331.88","56430.38","56569.31","56698.38","56817.5","56939.19","57097.12","57265.62","57453.81","57600.06","57733.69","57883.31","58040.88","58183.44","58334.81","58504.12","58708.81","58915.94","59146.25","59401","59678.75","60017.25","60461.69","60893.38","61382.94","61874.38","62327.25","62827.25","63330.94","63753.94","64173","64662.5","65178.81","65687.88","66089.75","66478.94","66827.69","67052.94","67143.14","67653.59"
"INTL.4702-33-USA-THP.A","        United States","227119.2","229416.3","231608.6","233730.7","235784.7","237880.5","240072","242235.1","244446.2","246765.3","249516.8","252831","256391.4","259809.8","263017.4","266179.3","269310.6","272559.2","275762.3","278941.6","282054","284871","287541.8","290063.7","292729.8","295431.1","298284.6","301153.5","304006.2","306700.6","309272.6","311697.8","314181.4","316572.7","319087.4","321622.1","324121.8","326385.1","328319.8","330046.3","331424.8","331824.1","332494.3"
"INTL.4702-33-URY-THP.A","        Uruguay","2953.75","2966.076","2979.182","2993.285","3008.255","3024.218","3041.205","3058.787","3077.76","3097.889","3117.012","3135.374","3153.732","3171.747","3189.945","3208.3","3226.633","3245.069","3262.683","3278.963","3292.224","3300.939","3306.441","3310.202","3313.801","3317.665","3322.282","3328.651","3336.126","3344.156","3352.651","3361.637","3371.133","3381.18","3391.662","3402.818","3413.766","3422.2","3427.042","3428.409","3429.086","3426.26","3422.794"
"INTL.4702-33-UZB-THP.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","21588.14","22085.92","22564.73","23026.21","23465.93","23877.29","24256.78","24602.71","24925.55","25248.45","25579.03","25905.9","26234.92","26573.42","26926.82","27309.62","27726.81","28167.84","28614.23","29057.46","29503.05","29963.23","30446.54","30949.42","31453.57","31945.68","32449.58","32976.95","33526.66","34081.45","34627.65"
"INTL.4702-33-VUT-THP.A","        Vanuatu","118.156","120.887","123.748","126.743","129.873","133.119","136.488","139.956","143.528","147.181","150.882","154.678","158.577","162.548","166.56","170.612","174.714","178.871","183.088","187.432","192.074","197.034","202.125","207.258","212.422","217.632","222.923","228.345","233.952","239.689","245.453","251.294","257.313","263.534","269.927","276.438","283.218","290.239","297.298","304.404","311.685","319.137","326.74"
"INTL.4702-33-VEN-THP.A","        Venezuela","15182.62","15597.88","16017.57","16443.12","16876.7","17319.51","17772","18232.73","18698.85","19166.48","19632.66","20096.31","20557.7","21016.9","21474.55","21931.08","22385.65","22837.74","23288.57","23739.84","24192.45","24646.47","25100.41","25551.62","25996.59","26432.45","26850.19","27247.6","27635.83","28031.01","28439.94","28887.88","29360.83","29781.04","30042.97","30081.83","29851.25","29402.48","28887.12","28515.83","28435.94","28704.95","29266.99"
"INTL.4702-33-VNM-THP.A","        Vietnam","52968.27","54280.39","55632.15","57011.45","58406.86","59811.31","61221.11","62630.79","64037.52","65466.36","66912.61","68358.82","69788.75","71176.41","72501.09","73759.11","74946.45","76058.6","77128.42","78123.71","79001.14","79817.77","80642.3","81475.83","82311.23","83142.09","83951.8","84762.27","85597.24","86482.92","87411.02","88349.12","89301.33","90267.74","91235.51","92191.4","93126.53","94033.05","94914.33","95776.72","96648.69","97468.03","98186.86"
"INTL.4702-33-WAK-THP.A","        Wake Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-ESH-THP.A","        Western Sahara","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4702-33-YEM-THP.A","        Yemen","9204.938","9529.105","9872.292","10237.39","10625.69","11036.92","11465.44","11915.56","12387.24","12872.36","13375.12","13895.85","14433.77","14988.05","15553.17","16103.34","16614.33","17108.68","17608.13","18114.55","18628.7","19143.46","19660.65","20188.8","20733.41","21320.67","21966.3","22641.54","23329","24029.59","24743.95","25475.61","26223.39","26984","27753.3","28516.54","29274","30034.39","30790.51","31546.69","32284.05","32981.64","33696.61"
"INTL.4702-33-ZMB-THP.A","        Zambia","5720.438","5897.481","6090.818","6291.07","6488.072","6686.449","6890.967","7095.185","7294.325","7491.275","7686.401","7880.466","8074.337","8270.917","8474.217","8684.135","8902.02","9133.156","9372.431","9621.238","9891.137","10191.96","10508.29","10837.97","11188.04","11564.87","11971.57","12402.08","12852.97","13318.08","13792.09","14265.82","14744.66","15234.98","15737.79","16248.23","16767.76","17298.05","17835.89","18380.48","18927.71","19473.12","20017.68"
"INTL.4702-33-ZWE-THP.A","        Zimbabwe","7049.926","7506.526","7803.855","8106.356","8398.567","8690.515","8983.044","9277.488","9568.739","9846.346","10113.89","10377.82","10641.5","10794.92","10858.59","10994.04","11178.17","11362.4","11548.36","11716.45","11834.68","11910.98","11984.64","12075.83","12160.88","12224.75","12330.49","12450.57","12550.35","12679.81","12839.77","13025.79","13265.33","13555.42","13855.75","14154.94","14452.7","14751.1","15052.18","15354.61","15669.67","15993.52","16320.54"
